week,position,performer,song,instance,previous_position,peak_position,weeks_on_chart
2018-01-27,79,BTS Featuring Desiigner,MIC Drop,1,74,28,7
2018-01-27,80,Troye Sivan,My My My!,1,-,80,1
2018-01-27,81,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,1,86,81,3
2018-01-27,82,Blake Shelton,I'll Name The Dogs,1,66,56,18
2018-01-27,83,Scotty McCreery,Five More Minutes,1,77,77,6
2018-01-27,84,Dan + Shay,Tequila,1,-,84,1
2018-01-27,85,Kelsea Ballerini,Legends,2,83,79,6
2018-01-27,86,Quavo & Lil Yachty,Ice Tray,1,79,62,6
2018-01-27,87,Maluma X Nego do Borel,Corazon,1,90,87,3
2018-01-27,88,Devin Dawson,All On Me,3,81,81,7
2018-01-27,89,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,1,88,88,3
2018-01-27,90,Lil Baby,My Dawg,1,87,77,5
2018-01-27,91,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,-,91,1
2018-01-27,92,Dua Lipa,IDGAF,1,-,92,1
2018-01-27,93,Becky G Featuring Bad Bunny,Mayores,2,94,74,12
2018-01-27,94,Chris Stapleton,Broken Halos,4,91,91,8
2018-01-27,95,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,2,89,75,6
2018-01-27,96,Taylor Swift,...Ready For It?,1,80,4,19
2018-01-27,97,Loren Allred,Never Enough,1,99,88,3
2018-01-27,98,Enrique Iglesias Featuring Bad Bunny,El Bano,1,-,98,1
2018-01-27,99,P!nk,Beautiful Trauma,2,95,95,4
2018-01-27,100,Keith Urban,Female,2,96,93,4
2018-02-03,1,Drake,God's Plan,1,-,1,1
2018-02-03,2,Ed Sheeran,Perfect,2,2,1,21
2018-02-03,3,Camila Cabello Featuring Young Thug,Havana,2,1,1,23
2018-02-03,4,Post Malone Featuring 21 Savage,Rockstar,1,3,1,18
2018-02-03,5,Bruno Mars & Cardi B,Finesse,1,4,3,4
2018-02-03,6,Halsey,Bad At Love,1,5,5,20
2018-02-03,7,Drake,Diplomatic Immunity,1,-,7,1
2018-02-03,8,Dua Lipa,New Rules,1,8,8,25
2018-02-03,9,Imagine Dragons,Thunder,1,6,4,38
2018-02-03,10,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,1,7,4,19
2018-02-03,11,"Migos, Nicki Minaj & Cardi B",MotorSport,1,10,6,12
2018-02-03,12,Bebe Rexha & Florida Georgia Line,Meant To Be,1,17,12,13
2018-02-03,13,Sam Smith,Too Good At Goodbyes,1,9,4,19
2018-02-03,14,NF,Let You Down,1,14,14,14
2018-02-03,15,Kendrick Lamar Featuring Zacari,Love.,2,12,11,30
2018-02-03,16,G-Eazy & Halsey,Him & I,1,15,15,7
2018-02-03,17,Lil Pump,Gucci Gang,1,11,3,19
2018-02-03,18,6ix9ine,Gummo,1,13,12,10
2018-02-03,19,Post Malone,I Fall Apart,1,20,16,17
2018-02-03,20,Cardi B Featuring 21 Savage,Bartier Cardi,1,16,14,5
2018-02-03,21,Charlie Puth,How Long,1,22,21,15
2018-02-03,22,Ed Sheeran,Shape Of You,1,21,1,54
2018-02-03,23,Cardi B,Bodak Yellow (Money Moves),1,19,1,29
2018-02-03,24,Gucci Mane Featuring Migos,I Get The Bag,1,24,11,22
2018-02-03,25,Portugal. The Man,Feel It Still,1,23,4,31
2018-02-03,26,Selena Gomez X Marshmello,Wolves,1,25,20,13
2018-02-03,27,A$AP Ferg Featuring Nicki Minaj,Plain Jane,1,27,27,17
2018-02-03,28,Imagine Dragons,Believer,1,26,4,50
2018-02-03,29,Miguel Featuring Travis Scott,Sky Walker,2,33,29,17
2018-02-03,30,Taylor Swift Featuring Ed Sheeran & Future,End Game,1,18,18,9
2018-02-03,31,Kodak Black Featuring XXXTENTACION,Roll In Peace,1,36,31,22
2018-02-03,32,Demi Lovato,Sorry Not Sorry,1,28,6,28
2018-02-03,33,Justin Timberlake,Filthy,1,29,9,3
2018-02-03,34,Eminem Featuring Ed Sheeran,River,1,34,32,8
2018-02-03,35,Khalid,Young Dumb & Broke,1,32,18,27
2018-02-03,36,Thomas Rhett,Marry Me,1,35,35,7
2018-02-03,37,Camila Cabello,Never Be The Same,2,30,30,5
2018-02-03,38,MAX Featuring gnash,Lights Down Low,1,41,38,15
2018-02-03,39,Offset & Metro Boomin,Ric Flair Drip,1,43,39,12
2018-02-03,40,N*E*R*D & Rihanna,Lemon,1,40,40,11
2018-02-03,41,Maroon 5 Featuring SZA,What Lovers Do,1,31,9,21
2018-02-03,42,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,1,37,24,21
2018-02-03,43,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,1,64,43,2
2018-02-03,44,J Balvin & Willy William Featuring Beyonce,Mi Gente,1,39,3,29
2018-02-03,45,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,2,42,40,17
2018-02-03,46,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,1,45,3,38
2018-02-03,47,21 Savage,Bank Account,1,38,12,28
2018-02-03,48,Charlie Puth,Attention,1,44,5,39
2018-02-03,49,Russell Dickerson,Yours,1,49,49,14
2018-02-03,50,French Montana Featuring Swae Lee,Unforgettable,1,48,3,41
2018-02-03,51,YoungBoy Never Broke Again,Outside Today,1,71,51,2
2018-02-03,52,Migos,Stir Fry,1,60,52,5
2018-02-03,53,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,1,51,46,19
2018-02-03,54,Kendrick Lamar & SZA,All The Stars,1,53,43,3
2018-02-03,55,Macklemore Featuring Kesha,Good Old Days,2,54,54,13
2018-02-03,56,Bazzi,Mine,1,-,56,1
2018-02-03,57,Lil Skies Featuring Landon Cube,Nowadays,1,55,55,3
2018-02-03,58,Famous Dex Featuring A$AP Rocky,Pick It Up,1,66,58,10
2018-02-03,59,LANCO,Greatest Love Story,1,65,45,20
2018-02-03,60,Old Dominion,Written In The Sand,1,59,59,9
2018-02-03,61,YoungBoy Never Broke Again,No Smoke,2,78,61,7
2018-02-03,62,Chris Young,Losing Sleep,1,61,61,17
2018-02-03,63,Brett Young,Like I Loved You,1,52,46,17
2018-02-03,64,Scotty McCreery,Five More Minutes,1,83,64,7
2018-02-03,65,The Chainsmokers,Sick Boy,1,-,65,1
2018-02-03,66,Keala Settle & The Greatest Showman Ensemble,This Is Me,1,58,58,4
2018-02-03,67,Kane Brown,Heaven,2,76,67,5
2018-02-03,68,Luis Fonsi & Demi Lovato,Echame La Culpa,1,57,47,9
2018-02-03,69,YBN Nahmir,Rubbin Off The Paint,1,62,46,11
2018-02-03,70,Walker Hayes,You Broke Up With Me,2,68,67,13
2018-02-03,71,Justin Timberlake,Supplies,1,-,71,1
2018-02-03,72,Kodak Black Featuring Lil Wayne,Codeine Dreaming,1,63,52,8
2018-02-03,73,Lil Xan,Betrayed,1,75,67,10
2018-02-03,74,Lil Skies Featuring Landon Cube,Red Roses,1,69,69,3
2018-02-03,75,WALK THE MOON,One Foot,1,77,75,4
2018-02-03,76,Ozuna x Cardi B,La Modelo,1,67,52,5
2018-02-03,77,Zac Efron & Zendaya,Rewrite The Stars,1,70,70,4
2018-02-03,78,Post Malone,Candy Paint,1,74,50,13
2018-02-03,79,Demi Lovato,Tell Me You Love Me,2,72,53,8
2018-02-03,80,Eric Church,Round Here Buzz,1,56,56,17
2018-02-03,81,Devin Dawson,All On Me,3,88,81,8
2018-02-03,82,NF,No Name,1,-,82,1
2018-02-03,83,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,91,83,2
2018-02-03,84,BTS Featuring Desiigner,MIC Drop,1,79,28,8
2018-02-03,85,Chris Stapleton,Broken Halos,4,94,85,9
2018-02-03,86,6ix9ine,Kooda,1,73,50,7
2018-02-03,87,Kelsea Ballerini,Legends,2,85,79,7
2018-02-03,88,Maroon 5,Wait,2,-,88,2
2018-02-03,89,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,1,81,81,4
2018-02-03,90,Quavo & Lil Yachty,Ice Tray,1,86,62,7
2018-02-03,91,P!nk,Beautiful Trauma,2,99,91,5
2018-02-03,92,Dua Lipa,IDGAF,1,92,92,2
2018-02-03,93,Maluma X Nego do Borel,Corazon,1,87,87,4
2018-02-03,94,Becky G Featuring Bad Bunny,Mayores,2,93,74,13
2018-02-03,95,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,1,89,88,4
2018-02-03,96,Loren Allred,Never Enough,1,97,88,4
2018-02-03,97,Lil Baby,My Dawg,1,90,77,6
2018-02-03,98,Blake Shelton,I'll Name The Dogs,1,82,56,19
2018-02-03,99,Plies,Rock,1,-,99,1
2018-02-03,100,Keith Urban,Female,2,100,93,5
2018-02-10,1,Drake,God's Plan,1,1,1,2
2018-02-10,2,Ed Sheeran,Perfect,2,2,1,22
2018-02-10,3,Bruno Mars & Cardi B,Finesse,1,5,3,5
2018-02-10,4,Camila Cabello Featuring Young Thug,Havana,2,3,1,24
2018-02-10,5,Post Malone Featuring 21 Savage,Rockstar,1,4,1,19
2018-02-10,6,Halsey,Bad At Love,1,6,5,21
2018-02-10,7,Dua Lipa,New Rules,1,8,7,26
2018-02-10,8,"Migos, Nicki Minaj & Cardi B",MotorSport,1,11,6,13
2018-02-10,9,Justin Timberlake Featuring Chris Stapleton,Say Something,1,-,9,1
2018-02-10,10,Imagine Dragons,Thunder,1,9,4,39
2018-02-10,11,Bebe Rexha & Florida Georgia Line,Meant To Be,1,12,11,14
2018-02-10,12,Migos,Stir Fry,1,52,12,6
2018-02-10,13,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,1,10,4,20
2018-02-10,14,NF,Let You Down,1,14,14,15
2018-02-10,15,Kendrick Lamar Featuring Zacari,Love.,2,15,11,31
2018-02-10,16,G-Eazy & Halsey,Him & I,1,16,15,8
2018-02-10,17,Post Malone,I Fall Apart,1,19,16,18
2018-02-10,18,Migos Featuring Drake,Walk It Talk It,1,-,18,1
2018-02-10,19,Cardi B Featuring 21 Savage,Bartier Cardi,1,20,14,6
2018-02-10,20,Sam Smith,Too Good At Goodbyes,1,13,4,20
2018-02-10,21,Charlie Puth,How Long,1,21,21,16
2018-02-10,22,Ed Sheeran,Shape Of You,1,22,1,55
2018-02-10,23,"Zedd, Maren Morris & Grey",The Middle,1,-,23,1
2018-02-10,24,6ix9ine,Gummo,1,18,12,11
2018-02-10,25,Cardi B,Bodak Yellow (Money Moves),1,23,1,30
2018-02-10,26,Lil Pump,Gucci Gang,1,17,3,20
2018-02-10,27,Portugal. The Man,Feel It Still,1,25,4,32
2018-02-10,28,Jason Aldean,You Make It Easy,1,-,28,1
2018-02-10,29,Imagine Dragons,Believer,1,28,4,51
2018-02-10,30,Selena Gomez X Marshmello,Wolves,1,26,20,14
2018-02-10,31,Miguel Featuring Travis Scott,Sky Walker,2,29,29,18
2018-02-10,32,Camila Cabello,Never Be The Same,2,37,30,6
2018-02-10,33,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,1,46,3,39
2018-02-10,34,A$AP Ferg Featuring Nicki Minaj,Plain Jane,1,27,27,18
2018-02-10,35,Khalid,Young Dumb & Broke,1,35,18,28
2018-02-10,36,Migos,Narcos,1,-,36,1
2018-02-10,37,Gucci Mane Featuring Migos,I Get The Bag,1,24,11,23
2018-02-10,38,MAX Featuring gnash,Lights Down Low,1,38,38,16
2018-02-10,39,Thomas Rhett,Marry Me,1,36,35,8
2018-02-10,40,Kodak Black Featuring XXXTENTACION,Roll In Peace,1,31,31,23
2018-02-10,41,Bazzi,Mine,1,56,41,2
2018-02-10,42,Demi Lovato,Sorry Not Sorry,1,32,6,29
2018-02-10,43,Taylor Swift Featuring Ed Sheeran & Future,End Game,1,30,18,10
2018-02-10,44,Eminem Featuring Ed Sheeran,River,1,34,32,9
2018-02-10,45,YoungBoy Never Broke Again,Outside Today,1,51,45,3
2018-02-10,46,Offset & Metro Boomin,Ric Flair Drip,1,39,39,13
2018-02-10,47,N*E*R*D & Rihanna,Lemon,1,40,40,12
2018-02-10,48,Migos Featuring 21 Savage,BBO (Bad Bitches Only),1,-,48,1
2018-02-10,49,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,1,42,24,22
2018-02-10,50,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,2,45,40,18
2018-02-10,51,Justin Timberlake,Filthy,1,33,9,4
2018-02-10,52,Migos Featuring Post Malone,Notice Me,1,-,52,1
2018-02-10,53,Migos,Supastars,1,-,53,1
2018-02-10,54,Kendrick Lamar & SZA,All The Stars,1,54,43,4
2018-02-10,55,Drake,Diplomatic Immunity,1,7,7,2
2018-02-10,56,Maroon 5,Wait,2,88,56,3
2018-02-10,57,Russell Dickerson,Yours,1,49,49,15
2018-02-10,58,Old Dominion,Written In The Sand,1,60,58,10
2018-02-10,59,Macklemore Featuring Kesha,Good Old Days,2,55,54,14
2018-02-10,60,Chris Young,Losing Sleep,1,62,60,18
2018-02-10,61,Scotty McCreery,Five More Minutes,1,64,61,8
2018-02-10,62,Chris Stapleton,Broken Halos,4,85,62,10
2018-02-10,63,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,1,43,43,3
2018-02-10,64,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",White Sand,1,-,64,1
2018-02-10,65,Lil Xan,Betrayed,1,73,65,11
2018-02-10,66,Famous Dex Featuring A$AP Rocky,Pick It Up,1,58,58,11
2018-02-10,67,Kane Brown,Heaven,2,67,67,6
2018-02-10,68,Lil Skies Featuring Landon Cube,Nowadays,1,57,55,4
2018-02-10,69,Walker Hayes,You Broke Up With Me,2,70,67,14
2018-02-10,70,Brett Young,Like I Loved You,1,63,46,18
2018-02-10,71,Keala Settle & The Greatest Showman Ensemble,This Is Me,1,66,58,5
2018-02-10,72,Luis Fonsi & Demi Lovato,Echame La Culpa,1,68,47,10
2018-02-10,73,Migos,Gang Gang,1,-,73,1
2018-02-10,74,WALK THE MOON,One Foot,1,75,74,5
2018-02-10,75,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,-,75,1
2018-02-10,76,Devin Dawson,All On Me,3,81,76,9
2018-02-10,77,YoungBoy Never Broke Again,No Smoke,2,61,61,8
2018-02-10,78,Demi Lovato,Tell Me You Love Me,2,79,53,9
2018-02-10,79,Ozuna x Cardi B,La Modelo,1,76,52,6
2018-02-10,80,Lil Skies Featuring Landon Cube,Red Roses,1,74,69,4
2018-02-10,81,Zac Efron & Zendaya,Rewrite The Stars,1,77,70,5
2018-02-10,82,Post Malone,Candy Paint,1,78,50,14
2018-02-10,83,Migos,Higher We Go (Intro),1,-,83,1
2018-02-10,84,Kelsea Ballerini,Legends,2,87,79,8
2018-02-10,85,Migos,Auto Pilot,1,-,85,1
2018-02-10,86,Kodak Black Featuring Lil Wayne,Codeine Dreaming,1,72,52,9
2018-02-10,87,Migos,Emoji A Chain,1,-,87,1
2018-02-10,88,P!nk,Beautiful Trauma,2,91,88,6
2018-02-10,89,Eric Church,Round Here Buzz,1,80,56,18
2018-02-10,90,The Chainsmokers,Sick Boy,1,65,65,2
2018-02-10,91,YBN Nahmir,Rubbin Off The Paint,1,69,46,12
2018-02-10,92,Ozuna & Romeo Santos,El Farsante,1,-,92,1
2018-02-10,93,Dua Lipa,IDGAF,1,92,92,3
2018-02-10,94,Luke Bryan,Most People Are Good,1,-,94,1
2018-02-10,95,Becky G Featuring Bad Bunny,Mayores,2,94,74,14
2018-02-10,96,Migos Featuring Gucci Mane,CC,1,-,96,1
2018-02-10,97,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,1,89,81,5
2018-02-10,98,BTS Featuring Desiigner,MIC Drop,1,84,28,9
2018-02-10,99,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,83,83,3
2018-02-10,100,Maluma X Nego do Borel,Corazon,1,93,87,5
2018-02-17,1,Drake,God's Plan,1,1,1,3
2018-02-17,2,Ed Sheeran,Perfect,2,2,1,23
2018-02-17,3,Bruno Mars & Cardi B,Finesse,1,3,3,6
2018-02-17,4,Camila Cabello Featuring Young Thug,Havana,2,4,1,25
2018-02-17,5,Post Malone Featuring 21 Savage,Rockstar,1,5,1,20
2018-02-17,6,Dua Lipa,New Rules,1,7,6,27
2018-02-17,7,The Weeknd & Kendrick Lamar,Pray For Me,1,-,7,1
2018-02-17,8,Migos,Stir Fry,1,12,8,7
2018-02-17,9,Bebe Rexha & Florida Georgia Line,Meant To Be,1,11,9,15
2018-02-17,10,Halsey,Bad At Love,1,6,5,22
2018-02-17,11,Imagine Dragons,Thunder,1,10,4,40
2018-02-17,12,NF,Let You Down,1,14,12,16
2018-02-17,13,Kendrick Lamar Featuring Zacari,Love.,2,15,11,32
2018-02-17,14,"Migos, Nicki Minaj & Cardi B",MotorSport,1,8,6,14
2018-02-17,15,G-Eazy & Halsey,Him & I,1,16,15,9
2018-02-17,16,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,1,13,4,21
2018-02-17,17,Justin Timberlake Featuring Chris Stapleton,Say Something,1,9,9,2
2018-02-17,18,Post Malone,I Fall Apart,1,17,16,19
2018-02-17,19,Cardi B,Bodak Yellow (Money Moves),1,25,1,31
2018-02-17,20,Cardi B Featuring 21 Savage,Bartier Cardi,1,19,14,7
2018-02-17,21,Charlie Puth,How Long,1,21,21,17
2018-02-17,22,"Zedd, Maren Morris & Grey",The Middle,1,23,22,2
2018-02-17,23,Ed Sheeran,Shape Of You,1,22,1,56
2018-02-17,24,6ix9ine,Gummo,1,24,12,12
2018-02-17,25,Selena Gomez X Marshmello,Wolves,1,30,20,15
2018-02-17,26,Portugal. The Man,Feel It Still,1,27,4,33
2018-02-17,27,Camila Cabello,Never Be The Same,2,32,27,7
2018-02-17,28,Sam Smith,Too Good At Goodbyes,1,20,4,21
2018-02-17,29,Bazzi,Mine,1,41,29,3
2018-02-17,30,MAX Featuring gnash,Lights Down Low,1,38,30,17
2018-02-17,31,Kendrick Lamar & SZA,All The Stars,1,54,31,5
2018-02-17,32,Miguel Featuring Travis Scott,Sky Walker,2,31,29,19
2018-02-17,33,A$AP Ferg Featuring Nicki Minaj,Plain Jane,1,34,27,19
2018-02-17,34,Justin Timberlake,Filthy,1,51,9,5
2018-02-17,35,Khalid,Young Dumb & Broke,1,35,18,29
2018-02-17,36,Lil Pump,Gucci Gang,1,26,3,21
2018-02-17,37,Thomas Rhett,Marry Me,1,39,35,9
2018-02-17,38,Demi Lovato,Sorry Not Sorry,1,42,6,30
2018-02-17,39,YoungBoy Never Broke Again,Outside Today,1,45,39,4
2018-02-17,40,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,1,33,3,40
2018-02-17,41,Gucci Mane Featuring Migos,I Get The Bag,1,37,11,24
2018-02-17,42,Eminem Featuring Ed Sheeran,River,1,44,32,10
2018-02-17,43,Offset & Metro Boomin,Ric Flair Drip,1,46,39,14
2018-02-17,44,N*E*R*D & Rihanna,Lemon,1,47,40,13
2018-02-17,45,Taylor Swift Featuring Ed Sheeran & Future,End Game,1,43,18,11
2018-02-17,46,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,2,50,40,19
2018-02-17,47,Kodak Black Featuring XXXTENTACION,Roll In Peace,1,40,31,24
2018-02-17,48,Migos Featuring Drake,Walk It Talk It,1,18,18,2
2018-02-17,49,Ozuna & Romeo Santos,El Farsante,1,92,49,2
2018-02-17,50,Migos,Narcos,1,36,36,2
2018-02-17,51,Old Dominion,Written In The Sand,1,58,51,11
2018-02-17,52,Jason Aldean,You Make It Easy,1,28,28,2
2018-02-17,53,Macklemore Featuring Kesha,Good Old Days,2,59,53,15
2018-02-17,54,Scotty McCreery,Five More Minutes,1,61,54,9
2018-02-17,55,Maroon 5,Wait,2,56,55,4
2018-02-17,56,Carrie Underwood Featuring Ludacris,The Champion,2,-,56,2
2018-02-17,57,Famous Dex Featuring A$AP Rocky,Pick It Up,1,66,57,12
2018-02-17,58,Russell Dickerson,Yours,1,57,49,16
2018-02-17,59,Chris Stapleton,Broken Halos,4,62,59,11
2018-02-17,60,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,75,60,2
2018-02-17,61,Kane Brown,Heaven,2,67,61,7
2018-02-17,62,Walker Hayes,You Broke Up With Me,2,69,62,15
2018-02-17,63,Keala Settle & The Greatest Showman Ensemble,This Is Me,1,71,58,6
2018-02-17,64,Lil Xan,Betrayed,1,65,64,12
2018-02-17,65,WALK THE MOON,One Foot,1,74,65,6
2018-02-17,66,Brett Young,Like I Loved You,1,70,46,19
2018-02-17,67,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,1,63,43,4
2018-02-17,68,Luis Fonsi & Demi Lovato,Echame La Culpa,1,72,47,11
2018-02-17,69,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,99,69,4
2018-02-17,70,Lil Skies Featuring Landon Cube,Nowadays,1,68,55,5
2018-02-17,71,Chris Young,Losing Sleep,1,60,60,19
2018-02-17,72,Migos Featuring Post Malone,Notice Me,1,52,52,2
2018-02-17,73,Justin Timberlake,Man Of The Woods,1,-,73,1
2018-02-17,74,Devin Dawson,All On Me,3,76,74,10
2018-02-17,75,Kelsea Ballerini,Legends,2,84,75,9
2018-02-17,76,YoungBoy Never Broke Again,No Smoke,2,77,61,9
2018-02-17,77,Lil Skies Featuring Landon Cube,Red Roses,1,80,69,5
2018-02-17,78,P!nk,Beautiful Trauma,2,88,78,7
2018-02-17,79,Demi Lovato,Tell Me You Love Me,2,78,53,10
2018-02-17,80,Post Malone,Candy Paint,1,82,50,15
2018-02-17,81,Daddy Yankee,Dura,1,-,81,1
2018-02-17,82,Ozuna x Cardi B,La Modelo,1,79,52,7
2018-02-17,83,Drake,Diplomatic Immunity,1,55,7,3
2018-02-17,84,Luke Bryan,Most People Are Good,1,94,84,2
2018-02-17,85,Zac Efron & Zendaya,Rewrite The Stars,1,81,70,6
2018-02-17,86,Kodak Black Featuring Lil Wayne,Codeine Dreaming,1,86,52,10
2018-02-17,87,Imagine Dragons,Whatever It Takes,2,-,87,2
2018-02-17,88,Dua Lipa,IDGAF,1,93,88,4
2018-02-17,89,Migos Featuring 21 Savage,BBO (Bad Bitches Only),1,48,48,2
2018-02-17,90,Derez De'Shon,Hardaway,1,-,90,1
2018-02-17,91,Becky G Featuring Bad Bunny,Mayores,2,95,74,15
2018-02-17,92,Jacquees X Dej Loaf,At The Club,1,-,92,1
2018-02-17,93,Brett Eldredge,The Long Way,1,-,93,1
2018-02-17,94,Jordan Davis,Singles You Up,1,-,94,1
2018-02-17,95,Natti Natasha x Ozuna,Criminal,2,-,95,2
2018-02-17,96,Maluma X Nego do Borel,Corazon,1,100,87,6
2018-02-17,97,The Chainsmokers,Sick Boy,1,90,65,3
2018-02-17,98,Easton Corbin,A Girl Like You,1,-,98,1
2018-02-17,99,Plies,Rock,2,-,99,2
2018-02-17,100,Justin Timberlake,Supplies,2,-,100,2
2018-02-24,1,Drake,God's Plan,1,1,1,4
2018-02-24,2,Ed Sheeran,Perfect,2,2,1,24
2018-02-24,3,Bruno Mars & Cardi B,Finesse,1,3,3,7
2018-02-24,4,Camila Cabello Featuring Young Thug,Havana,2,4,1,26
2018-02-24,5,Post Malone Featuring 21 Savage,Rockstar,1,5,1,21
2018-02-24,6,BlocBoy JB Featuring Drake,Look Alive,1,-,6,1
2018-02-24,7,Bebe Rexha & Florida Georgia Line,Meant To Be,1,9,7,16
2018-02-24,8,Dua Lipa,New Rules,1,6,6,28
2018-02-24,9,Kendrick Lamar & SZA,All The Stars,1,31,9,6
2018-02-24,10,Migos,Stir Fry,1,8,8,8
2018-02-24,11,The Weeknd & Kendrick Lamar,Pray For Me,1,7,7,2
2018-02-24,12,NF,Let You Down,1,12,12,17
2018-02-24,13,Kendrick Lamar Featuring Zacari,Love.,2,13,11,33
2018-02-24,14,G-Eazy & Halsey,Him & I,1,15,14,10
2018-02-24,15,Imagine Dragons,Thunder,1,11,4,41
2018-02-24,16,Halsey,Bad At Love,1,10,5,23
2018-02-24,17,"Zedd, Maren Morris & Grey",The Middle,1,22,17,3
2018-02-24,18,"Migos, Nicki Minaj & Cardi B",MotorSport,1,14,6,15
2018-02-24,19,Post Malone,I Fall Apart,1,18,16,20
2018-02-24,20,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,1,16,4,22
2018-02-24,21,Charlie Puth,How Long,1,21,21,18
2018-02-24,22,Bazzi,Mine,1,29,22,4
2018-02-24,23,Cardi B Featuring 21 Savage,Bartier Cardi,1,20,14,8
2018-02-24,24,Ed Sheeran,Shape Of You,1,23,1,57
2018-02-24,25,Cardi B,Bodak Yellow (Money Moves),1,19,1,32
2018-02-24,26,Selena Gomez X Marshmello,Wolves,1,25,20,16
2018-02-24,27,MAX Featuring gnash,Lights Down Low,1,30,27,18
2018-02-24,28,6ix9ine,Gummo,1,24,12,13
2018-02-24,29,Camila Cabello,Never Be The Same,2,27,27,8
2018-02-24,30,Portugal. The Man,Feel It Still,1,26,4,34
2018-02-24,31,Justin Timberlake Featuring Chris Stapleton,Say Something,1,17,9,3
2018-02-24,32,Khalid,Young Dumb & Broke,1,35,18,30
2018-02-24,33,Miguel Featuring Travis Scott,Sky Walker,2,32,29,20
2018-02-24,34,A$AP Ferg Featuring Nicki Minaj,Plain Jane,1,33,27,20
2018-02-24,35,Eminem Featuring Ed Sheeran,River,1,42,32,11
2018-02-24,36,Thomas Rhett,Marry Me,1,37,35,10
2018-02-24,37,YoungBoy Never Broke Again,Outside Today,1,39,37,5
2018-02-24,38,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,1,69,38,5
2018-02-24,39,Sam Smith,Too Good At Goodbyes,1,28,4,22
2018-02-24,40,Demi Lovato,Sorry Not Sorry,1,38,6,31
2018-02-24,41,Offset & Metro Boomin,Ric Flair Drip,1,43,39,15
2018-02-24,42,Lil Pump,Gucci Gang,1,36,3,22
2018-02-24,43,Maroon 5,Wait,2,55,43,5
2018-02-24,44,Gucci Mane Featuring Migos,I Get The Bag,1,41,11,25
2018-02-24,45,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,1,40,3,41
2018-02-24,46,N*E*R*D & Rihanna,Lemon,1,44,40,14
2018-02-24,47,Jason Aldean,You Make It Easy,1,52,28,3
2018-02-24,48,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,2,46,40,20
2018-02-24,49,"ScHoolboy Q, 2 Chainz & Saudi",X,1,-,49,1
2018-02-24,50,Kodak Black Featuring XXXTENTACION,Roll In Peace,1,47,31,25
2018-02-24,51,Scotty McCreery,Five More Minutes,1,54,51,10
2018-02-24,52,Migos Featuring Drake,Walk It Talk It,1,48,18,3
2018-02-24,53,Rich The Kid Featuring Kendrick Lamar,New Freezer,1,60,53,3
2018-02-24,54,Macklemore Featuring Kesha,Good Old Days,2,53,53,16
2018-02-24,55,Old Dominion,Written In The Sand,1,51,51,12
2018-02-24,56,Ozuna & Romeo Santos,El Farsante,1,49,49,3
2018-02-24,57,Kane Brown,Heaven,2,61,57,8
2018-02-24,58,Migos,Narcos,1,50,36,3
2018-02-24,59,Chris Stapleton,Broken Halos,4,59,59,12
2018-02-24,60,Famous Dex Featuring A$AP Rocky,Pick It Up,1,57,57,13
2018-02-24,61,Daddy Yankee,Dura,1,81,61,2
2018-02-24,62,Rich The Kid,Plug Walk,1,-,62,1
2018-02-24,63,Khalid & Swae Lee,The Ways,1,-,63,1
2018-02-24,64,Russell Dickerson,Yours,1,58,49,17
